id,listing_url,scrape_id,source,name,description,picture_url,host_id,host_url,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,bathrooms_type
15814303,https://www.airbnb.com/rooms/15814303,20250302033917,city scrape,CA' SANDRA - Between the Biennale and St. Mark,"""Ca' Sandra'' is a typical Venetian apartment located in Castello district. It's composed of a living room with sofas, kitchenette, two double bedrooms and a full bathroom with shower.<br /><br /> Codice struttura M0270427368<br /><br />There is an additional cost of 50 € for he late check-in (between 18.00 and 24.00). After midnight no check-ins are allowed!",https://a0.muscache.com/pictures/0e52a056-4f47-48de-8b3b-f2c9d51efae7.jpg,10189388,https://www.airbnb.com/users/show/10189388,Raffaella,2013-11-22,"Venice, Italy",within an hour,100%,93%,t,18.0,19.0,"['email', 'phone', 'work_email']",t,t,Castello,Isole,45.435139,12.347689,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Bidet"", ""Shampoo"", ""Air conditioning"", ""Dedicated workspace"", ""Pets allowed"", ""Hair dryer"", ""Wifi"", ""Refrigerator"", ""TV"", ""Cleaning products"", ""Essentials"", ""Hangers"", ""Stove"", ""Microwave"", ""Dishes and silverware"", ""Self check-in"", ""Cooking basics"", ""Crib"", ""Smart lock"", ""Heating"", ""Kitchen"", ""Babysitter recommendations"", ""Bed linens""]",222.0,2,29,1,3,31,31,2.7,31.0,t,29,59,89,291,2025-03-02,16,5,0,291,5,30,6660.0,2024-10-27,4.88,4.88,4.94,4.94,4.81,4.94,4.5,t,18,17,1,0,0.17,bath
15824630,https://www.airbnb.com/rooms/15824630,20250302033917,city scrape,Biennale apartment with big terrace,"If you love art, food, sunshine and Venice, this is the location for you.  It's just a 10 minute stroll along the waterside to San Marco. And the surrounding area is typically Venetian and quiet, with good restaurants and shops. Plus you'll love the big, sunny terrace! The apartment is just a few minutes away from the Giardini gardens where the Venice Biennale is held, and practically next door to the other main Biennale venue, the Arsenale. Please note our check in times.",https://a0.muscache.com/pictures/ba1ccb55-6eab-4d52-9f24-fd2bb616e49e.jpg,102453942,https://www.airbnb.com/users/show/102453942,Yumi,2016-11-04,"London, United Kingdom",within an hour,100%,92%,t,1.0,1.0,"['email', 'phone']",t,t,Castello,Isole,45.43201,12.35143,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Private patio or balcony"", ""Hot water"", ""Hair dryer"", ""Long term stays allowed"", ""Oven"", ""Wifi"", ""Refrigerator"", ""Essentials"", ""Host greets you"", ""Hangers"", ""Canal view"", ""Fire extinguisher"", ""Dishes and silverware"", ""Coffee maker"", ""Dryer"", ""Courtyard view"", ""Cooking basics"", ""Heating"", ""Washer"", ""Kitchen"", ""Iron""]",144.0,3,21,3,3,21,21,3.0,21.0,t,3,7,7,242,2025-03-02,163,29,0,182,29,174,25056.0,2024-12-10,4.9,4.91,4.93,4.88,4.91,4.95,4.82,f,1,1,0,0,1.64,bath
15851823,https://www.airbnb.com/rooms/15851823,20250302033917,city scrape,Apartment with terrace 2.0   CIR: 027042-LOC-04063,"Ca' Boldo terrace 2.0 is a 60 sq m apartment on the second floor, well equipped and newly renovated in a modern style. It's only 10 minutes away from Rialto and the fish market. <br />Located in Sestier Santa Croce, 2 minutes from the S. Stae water bus stop. <br /> Ca' Boldo 2.0 is just outside the high traffic areas in Venice, in a beautiful district with restaurants, supermarket and stores nearby. <br />The terrace is on the top floor and offers guests a relaxing spot among the tile roofs of Venice.",https://a0.muscache.com/pictures/3b74b1aa-6447-4b07-bc7b-db84e181f13f.jpg,10793908,https://www.airbnb.com/users/show/10793908,Leone,2013-12-24,"Venice, Italy",within an hour,100%,100%,t,2.0,2.0,"['email', 'phone']",t,t,Santa Croce,Isole,45.44133,12.32711,Entire rental unit,Entire home/apt,3,1.0,1 bath,2.0,2.0,"[""Smoke alarm"", ""Outdoor furniture"", ""Shampoo"", ""AC - split type ductless system"", ""Private patio or balcony"", ""Dedicated workspace"", ""Hot water"", ""Hair dryer"", ""Oven"", ""Wifi"", ""Refrigerator"", ""TV"", ""Essentials"", ""Host greets you"", ""Hangers"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Cooking basics"", ""First aid kit"", ""Heating"", ""Washer"", ""Kitchen"", ""Iron""]",132.0,3,29,1,7,1125,1125,2.9,1125.0,t,6,6,6,128,2025-03-02,206,29,0,87,28,174,22968.0,2025-01-12,4.98,4.99,5.0,4.99,4.99,4.93,4.93,t,2,2,0,0,2.07,bath
15893253,https://www.airbnb.com/rooms/15893253,20250302033917,city scrape,Apartment in the heart of the Sestiere di Castello,"Apartment in the Sestiere di Castello near the Biennale gardens and Arsenale Biennale a few steps from San Pietro's Cathedral. 20 minute walking distance from Piazza San Marco. Located on the second floor, it consists of entrance hall (dining room), living room, kitchen, bathroom with shower and two bedrooms (one double and one with one single beds).",https://a0.muscache.com/pictures/ccb14d70-0428-4d7b-9b9d-09012ec4ef51.jpg,103082157,https://www.airbnb.com/users/show/103082157,Paola,2016-11-09,"Venice, Italy",within an hour,100%,100%,f,1.0,1.0,"['email', 'phone']",t,t,Castello,Isole,45.43452,12.3575,Entire rental unit,Entire home/apt,2,1.0,1 bath,2.0,2.0,"[""Smoke alarm"", ""Shampoo"", ""Air conditioning"", ""Hot water kettle"", ""Hot water"", ""Toaster"", ""Private entrance"", ""Hair dryer"", ""Dining table"", ""Oven"", ""Wifi"", ""Refrigerator"", ""Cleaning products"", ""Essentials"", ""Host greets you"", ""Hangers"", ""Stove"", ""Mosquito net"", ""TV with standard cable"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Freezer"", ""Clothing storage: closet and dresser"", ""Cooking basics"", ""Heating"", ""Books and reading material"", ""Drying rack for clothing"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens""]",91.0,5,20,1,5,20,20,5.0,20.0,t,17,26,27,227,2025-03-02,91,0,0,167,0,0,0.0,2022-07-24,4.91,4.98,4.99,4.98,4.96,4.84,4.96,f,1,1,0,0,0.9,bath
15003975,https://www.airbnb.com/rooms/15003975,20250302033917,city scrape,ROSE,"Rose  is a completely renovated apartment inside an ancient Venetian family building. Located on the ground floor, every detail of the furniture is designed to give guests maximum comfort. The accommodation consists of a double bedroom with a large wardrobe and a desk, a bathroom with shower, a sofa bed in the living area with a super-equipped kitchen (dishwasher, microwave with grill, American coffee machine and all the necessary equipment for cooking).",https://a0.muscache.com/pictures/b5107982-33d5-455a-94f7-114bbf3a00e2.jpg,3549494,https://www.airbnb.com/users/show/3549494,Manuela,2012-09-12,"Venice, Italy",within an hour,90%,49%,f,11.0,17.0,['phone'],t,t,Giudecca,Isole,45.42497,12.32898,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Microwave"", ""Hair dryer"", ""Essentials"", ""Paid crib - available upon request"", ""Dishes and silverware"", ""Stove"", ""Coffee maker"", ""Backyard"", ""Cooking basics"", ""Air conditioning"", ""Heating"", ""Wifi"", ""Refrigerator"", ""TV"", ""Dishwasher"", ""Kitchen"", ""Iron"", ""Bed linens""]",255.0,2,1125,2,2,1125,1125,2.0,1125.0,t,29,59,89,364,2025-03-02,49,0,0,304,0,0,0.0,2022-10-16,4.71,4.94,4.98,4.9,4.92,4.86,4.78,f,9,9,0,0,0.48,bath
15003983,https://www.airbnb.com/rooms/15003983,20250302033917,city scrape,CASA SARA VENEZIA,My place is close to public transportation. House with private parking located 900 meters from the train station and 150 meters from the bus stop to Venice.,https://a0.muscache.com/pictures/3589ff45-8c40-44af-8951-9270ff80fefe.jpg,26347085,https://www.airbnb.com/users/show/26347085,Davide,2015-01-19,"Venice, Italy",within an hour,100%,100%,t,5.0,5.0,"['email', 'phone']",t,t,Gazzera,Terraferma,45.49219,12.22257,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Smoke alarm"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Wifi"", ""Refrigerator"", ""TV"", ""Essentials"", ""Hangers"", ""Free parking on premises"", ""Building staff"", ""Microwave"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Patio or balcony"", ""Self check-in"", ""Cooking basics"", ""Heating"", ""Pack \u2019n play/Travel crib"", ""Extra pillows and blankets"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens""]",53.0,4,200,2,4,200,200,3.9,200.0,t,25,41,71,203,2025-03-02,147,0,0,143,0,0,0.0,2023-03-30,4.76,4.88,4.84,4.86,4.93,4.52,4.76,f,3,3,0,0,1.51,bath
15004169,https://www.airbnb.com/rooms/15004169,20250302033917,city scrape,Romantic room,"BED & BREAKFAST A LE BOTEGHE is located at the third floor of an eighteenth-century building (without elevator). Its structure reflects the typical Venetian style: Guests are received in the hall, bedrooms and bathrooms are placed in the side-wings.<br /><br />Tourist tax must be paid locally",https://a0.muscache.com/pictures/ff279e13-7766-468a-a8bb-5671a05fb55c.jpg,92509248,https://www.airbnb.com/users/show/92509248,Clara,2016-08-29,"Venice, Italy",within an hour,100%,100%,t,2.0,2.0,"['email', 'phone', 'work_email']",t,t,San Marco,Isole,45.43403,12.33031,Private room in bed and breakfast,Private room,3,1.5,1.5 baths,1.0,2.0,"[""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Bidet"", ""Shower gel"", ""Shampoo"", ""Body soap"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Hair dryer"", ""Breakfast"", ""Long term stays allowed"", ""Dining table"", ""Wifi"", ""Refrigerator"", ""Central heating"", ""TV"", ""Cleaning products"", ""Essentials"", ""Central air conditioning"", ""Hangers"", ""Extra pillows and blankets"", ""Babysitter recommendations"", ""Fire extinguisher"", ""Cleaning available during stay"", ""Luggage dropoff allowed"", ""Crib"", ""Books and reading material"", ""Lock on bedroom door"", ""Clothing storage: closet"", ""Drying rack for clothing"", ""Iron"", ""Bed linens""]",114.0,2,60,2,6,1125,1125,2.8,1125.0,t,16,19,24,75,2025-03-02,80,1,0,75,1,6,684.0,2024-09-06,4.93,4.94,4.98,4.93,4.95,4.94,4.83,t,2,0,2,0,0.78,baths
15012846,https://www.airbnb.com/rooms/15012846,20250302033917,city scrape,appartment martina c.,"Located near Venice, in a quiet and very green area. A few km away is the beautiful Riviera del Brenta where you can visit large historic villas. Nearby there are several restaurants and bars where you can drink a nice and good fresh beer after visiting Venice. My accommodation is suitable for couples, lone adventurers, business travelers and families with children.",https://a0.muscache.com/pictures/dfad931a-4caf-4f22-b8fa-a88c8a3a2053.jpg,94746892,https://www.airbnb.com/users/show/94746892,Renzo,2016-09-12,"Venice, Italy",within a day,50%,100%,t,4.0,4.0,"['email', 'phone']",t,t,Marghera Zona Industriale,Terraferma,45.47423,12.23085,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Shampoo"", ""Air conditioning"", ""Hot water"", ""Private entrance"", ""Dining table"", ""Wifi"", ""Refrigerator"", ""TV"", ""Backyard - Fully fenced"", ""Essentials"", ""Host greets you"", ""Stove"", ""Free parking on premises"", ""Coffee"", ""Fire extinguisher"", ""Microwave"", ""Dishes and silverware"", ""First aid kit"", ""Heating"", ""Kitchen"", ""Bed linens""]",130.0,2,7,2,2,7,7,2.0,7.0,t,30,58,85,355,2025-03-02,47,8,0,295,8,48,6240.0,2024-09-08,4.79,4.91,4.89,4.98,4.51,4.61,4.63,t,4,4,0,0,0.46,bath
15013127,https://www.airbnb.com/rooms/15013127,20250302033917,city scrape,Cayenna - Palazzo Morosini degli Spezieri,"Located on the first floor of Palazzo Morosini degli Spezieri, Cayenna is a marvellous 50 m2 apartment boasting a living room with open kitchen, a bathroom, and a double bedroom with a private terrace: a magical outdoor retreat where guest can delight in a glass of Prosecco or breakfast alfresco. Extraordinary coffered ceilings and tall windows contribute to an overall sense of grandeur.<br /><br />Energy Class Code 51171/2022 - Class E",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTUwMTMxMjc%3D/original/e3fceb95-1a5b-4f0c-a1ae-80726da8aab2.jpeg,94193482,https://www.airbnb.com/users/show/94193482,Valeria,2016-09-08,"Venice, Italy",within an hour,100%,100%,t,10.0,13.0,"['email', 'phone', 'work_email']",t,t,San Polo,Isole,45.438351,12.328132,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""HDTV with Chromecast, Netflix, standard cable"", ""High chair"", ""Coffee maker: Nespresso"", ""Shower gel"", ""Outdoor furniture"", ""Radiant heating"", ""Private patio or balcony"", ""Malin + Goetz conditioner"", ""Induction stove"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Toaster"", ""Hair dryer"", ""Free dryer \u2013 In building"", ""Ethernet connection"", ""Long term stays allowed"", ""Paid parking garage off premises"", ""Baking sheet"", ""Oven"", ""Dining table"", ""Laundromat nearby"", ""Wifi"", ""Exterior security cameras on property"", ""Refrigerator"", ""Central heating"", ""Cleaning products"", ""Dishwasher"", ""Outdoor dining area"", ""Essentials"", ""Central air conditioning"", ""Hangers"", ""Malin + Goetz shampoo"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Microwave"", ""Dishes and silverware"", ""Shared backyard \u2013 Fully fenced"", ""Luggage dropoff allowed"", ""Single level home"", ""Courtyard view"", ""Waterfront"", ""Freezer"", ""Self check-in"", ""Cooking basics"", ""First aid kit"", ""Safe"", ""Keypad"", ""Drying rack for clothing"", ""Kitchen"", ""Iron"", ""Bed linens""]",271.0,2,28,2,2,99,99,2.0,99.0,t,15,36,60,266,2025-03-02,27,9,1,255,9,54,14634.0,2025-02-14,5.0,5.0,5.0,5.0,5.0,4.96,4.93,t,10,10,0,0,0.3,bath
15034175,https://www.airbnb.com/rooms/15034175,20250302033917,city scrape,Apt. San Marco Mcs (100mt from St. Mark´s Square),"Apartment located in the historic center of Venice just 100 meters from Piazza San Marco, the most exclusive area in all of Venice. The apartment consists of a living room, an independent kitchen, a dining room, a double bedroom, a single bedroom with a French bed, a single bedroom with a single bed and two bathrooms with shower. Rates include bed linen and towels. Tourist tax not included to be paid upon arrival.",https://a0.muscache.com/pictures/prohost-api/Hosting-15034175/original/3d083a66-1c7f-4d2b-9bb1-cd62c5b511f3.jpeg,2634978,https://www.airbnb.com/users/show/2634978,Veniceapartment-Com,2012-06-14,"Venice, Italy",within an hour,98%,98%,f,136.0,136.0,"['email', 'phone']",t,t,San Marco,Isole,45.43464,12.33562,Entire rental unit,Entire home/apt,4,2.0,2 baths,3.0,3.0,"[""Air conditioning"", ""Elevator"", ""Hot water kettle"", ""Hot water"", ""Toaster"", ""Hair dryer"", ""Wifi"", ""Refrigerator"", ""TV"", ""Essentials"", ""Host greets you"", ""Stove"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Freezer"", ""Crib"", ""Heating"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens"", ""Bathtub""]",173.0,1,1125,2,3,1125,1125,2.0,1125.0,t,24,54,78,343,2025-03-02,23,1,0,283,1,6,1038.0,2024-08-16,3.87,4.09,4.04,3.91,4.0,4.91,3.87,t,134,134,0,0,0.23,baths
15036710,https://www.airbnb.com/rooms/15036710,20250302033917,city scrape,Beautiful and chic small apartment,"Cosy apartment and perfect for a couple in the heart of Venice, 50 meters from the San Tomà ferry boat stop, with no bridges to reach the house. One bedroom, one bathroom made of pink marble, living room with table and small kitchen.Handmade floors and glass venetian door handles enrich the house.",https://a0.muscache.com/pictures/ddc9bfa7-f47e-4102-9bde-1477dd286db4.jpg,139627704,https://www.airbnb.com/users/show/139627704,Giusy & Fabrizio,2017-07-10,"Venice, Italy",within an hour,100%,100%,f,91.0,94.0,"['email', 'phone']",t,t,San Polo,Isole,45.43562,12.32742,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Shampoo"", ""Air conditioning"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Oven"", ""Wifi"", ""Refrigerator"", ""Dishwasher"", ""Essentials"", ""Host greets you"", ""Hangers"", ""Stove"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Single level home"", ""Cooking basics"", ""Heating"", ""Extra pillows and blankets"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens""]",112.0,2,1125,2,3,364,364,2.0,364.0,t,15,32,48,235,2025-03-02,256,37,0,233,40,222,24864.0,2024-11-24,4.54,4.69,4.66,4.69,4.76,4.9,4.45,t,29,29,0,0,2.49,bath
15896366,https://www.airbnb.com/rooms/15896366,20250302033917,city scrape,Design House in the centre of Venice,"The apartment is on the first floor and has been recently restored. With large double bedroom, bathroom full equipped with shower, equipped kitchen with microwave and stove, and dining room. With Wifi and A/C. My accommodation is located in the characteristic San Tomà district, near the magnificent Basilica dei Frari, and the Scuola Grande of San Rocco. You will like my accommodation for these reasons: location, atmosphere. There a lot of shops an grocery shop near the house.",https://a0.muscache.com/pictures/67dd9d0d-cf3d-4a2c-a596-551ca23db7b8.jpg,6678803,https://www.airbnb.com/users/show/6678803,Marco,2013-06-01,"Venice, Italy",within an hour,94%,100%,t,2.0,3.0,"['email', 'phone']",t,t,San Polo,Isole,45.43738656680386,12.328824267147724,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Shampoo"", ""Air conditioning"", ""Paid parking off premises"", ""Hot water"", ""Hair dryer"", ""Wifi"", ""Refrigerator"", ""TV"", ""Essentials"", ""Hangers"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Self check-in"", ""Cooking basics"", ""Crib"", ""Heating"", ""Keypad"", ""Extra pillows and blankets"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens""]",85.0,2,14,2,2,1125,1125,2.0,1125.0,t,6,17,24,279,2025-03-02,431,73,5,219,77,255,21675.0,2025-02-25,4.88,4.9,4.91,4.88,4.81,4.91,4.79,f,2,2,0,0,4.3,bath
15971186,https://www.airbnb.com/rooms/15971186,20250302033917,city scrape,Da Caterina Apartment,"Lovely apartment on the first floor, with independent entrance, located in a typical Venetian area, just 5 minutes from the vaporetto stop of S.Basilio and 15 minutes on foot from S.Lucia railway station and Piazzale Roma bus stop. Conveniently within walking distance of many places of great tourist interest, nearby there are shops, supermarkets, bars and restaurants.",https://a0.muscache.com/pictures/5bf79501-ae8d-4e0e-b156-f1ef02d3bf98.jpg,103736592,https://www.airbnb.com/users/show/103736592,Ekaterina,2016-11-14,"Venice, Italy",within an hour,100%,100%,t,1.0,1.0,"['email', 'phone']",t,t,Dorsoduro,Isole,45.43355,12.31743,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Coffee maker: espresso machine"", ""Shampoo"", ""Body soap"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Private entrance"", ""Hair dryer"", ""Children\u2019s books and toys for ages 2-5 years old and 5-10 years old"", ""Dining table"", ""Wifi"", ""Refrigerator"", ""TV"", ""Cleaning products"", ""Dishwasher"", ""Essentials"", ""Host greets you"", ""Hangers"", ""Mosquito net"", ""Room-darkening shades"", ""Portable fans"", ""Coffee"", ""Gas stove"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Conditioner"", ""Freezer"", ""Clothing storage: closet and dresser"", ""Cooking basics"", ""Heating"", ""Books and reading material"", ""Extra pillows and blankets"", ""Kitchen"", ""Iron"", ""Bed linens"", ""Bathtub""]",109.0,3,28,3,8,28,28,3.1,28.0,t,11,17,19,210,2025-03-02,338,66,2,150,68,255,27795.0,2025-02-19,4.9,4.94,4.97,4.93,4.97,4.85,4.82,f,1,1,0,0,3.4,bath
16008041,https://www.airbnb.com/rooms/16008041,20250302033917,city scrape,"Canal View Apartment, very central, 2 bedrooms","Top location. Brand new & elegant apartment with great canal view. First floor, about 90 sq mtrs. <br />Only 2 minutes walk to San Marco Square and 5 minutes walk to the Rialto Bridge, this spacious brand new and fully equipped apartment has a great canal view and gondolas can often be seen passing peacefully by. Two large cosy double bedrooms (one of them with a small balcony with water view), a generous living area, a brand new & functional kitchen with a dining table, two full bathrooms.",https://a0.muscache.com/pictures/1e87ab91-b541-4734-a60b-7e1db5438f28.jpg,15178567,https://www.airbnb.com/users/show/15178567,Paolo,2014-05-06,"Venice, Italy",within an hour,100%,100%,t,20.0,20.0,"['email', 'phone']",t,t,Castello,Isole,45.4354,12.34121,Entire condo,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""High chair"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Hair dryer"", ""Long term stays allowed"", ""Wifi"", ""TV"", ""Essentials"", ""Host greets you"", ""Hangers"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Heating"", ""Pack \u2019n play/Travel crib"", ""Washer"", ""Kitchen"", ""Iron""]",215.0,1,365,1,4,365,1125,2.0,745.0,t,7,26,49,138,2025-03-02,95,37,3,138,30,222,47730.0,2025-02-22,4.95,4.93,4.93,4.96,4.94,4.99,4.81,t,20,20,0,0,1.01,baths
16012225,https://www.airbnb.com/rooms/16012225,20250302033917,city scrape,Bright flat with canal view and terrace,"TERRAZZA is on the 3rd floor (no elevator) of a typical Venetian building. The two bedrooms overlook a canal - The apartment is spacious and composed of: a bedroom with a double bed bed, a bedroom with two single beds and a little balcony over the canal; living room with sofa and tv; kitchen; bathroom with shower and washing machine; private terrace with table and chairs for 4.<br />UPON ARRIVAL YOU'LL HAVE TO PAY € 4 PER NIGHT/PER PERSON IN CASH AS CITY TAX.<br /><br />Codice Struttura : C0270420363",https://a0.muscache.com/pictures/fd19e7a2-4ebc-4aef-8a76-ae0b0aaf2d63.jpg,10189388,https://www.airbnb.com/users/show/10189388,Raffaella,2013-11-22,"Venice, Italy",within an hour,100%,93%,t,18.0,19.0,"['email', 'phone', 'work_email']",t,t,Cannaregio,Isole,45.44282,12.33152,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Bidet"", ""Outdoor furniture"", ""Air conditioning"", ""Lockbox"", ""Private patio or balcony"", ""Body soap"", ""Pets allowed"", ""Hot water kettle"", ""Hot water"", ""Toaster"", ""Hair dryer"", ""Oven"", ""Wifi"", ""Refrigerator"", ""Cleaning products"", ""Dishwasher"", ""Essentials"", ""Hangers"", ""Stove"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Freezer"", ""Self check-in"", ""Cooking basics"", ""Heating"", ""Extra pillows and blankets"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens""]",284.0,1,29,1,3,31,31,2.7,31.0,t,29,59,89,245,2025-03-02,81,2,0,245,2,12,3408.0,2024-07-06,4.75,4.77,4.9,4.91,4.9,4.95,4.59,t,18,17,1,0,0.85,bath
16012639,https://www.airbnb.com/rooms/16012639,20250302033917,city scrape,COQUETTE - Modern flat for two with elevator,"COQUETTE apartment is on the second floor of a well-finished building with an elevator. It's composed of: lounge area with kitchen, dining table, sofa, armchair and tv; bathroom with shower; bedroom with double bed (it can be split for two single beds).<br /><br />The city tax is 4 € per person per night.<br /><br /> Codice Struttura : C0270420651",https://a0.muscache.com/pictures/miso/Hosting-16012639/original/12a1a1a2-2580-4737-9823-b81d1db31578.jpeg,10189388,https://www.airbnb.com/users/show/10189388,Raffaella,2013-11-22,"Venice, Italy",within an hour,100%,93%,t,18.0,19.0,"['email', 'phone', 'work_email']",t,t,Cannaregio,Isole,45.43983,12.33613,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Bidet"", ""Shower gel"", ""Elevator"", ""Lockbox"", ""Dedicated workspace"", ""Body soap"", ""Induction stove"", ""Pets allowed"", ""Hot water"", ""Hair dryer"", ""Wifi"", ""Refrigerator"", ""Central heating"", ""Cleaning products"", ""Essentials"", ""Central air conditioning"", ""Hangers"", ""Room-darkening shades"", ""Microwave"", ""Dishes and silverware"", ""Self check-in"", ""Cooking basics"", ""Kitchen"", ""Iron"", ""Bed linens""]",181.0,1,1125,1,3,31,31,2.7,31.0,t,30,60,90,273,2025-03-02,56,19,1,273,19,114,20634.0,2025-02-23,4.91,4.88,4.89,4.95,4.96,4.91,4.68,t,18,17,1,0,0.79,bath
15037264,https://www.airbnb.com/rooms/15037264,20250302033917,city scrape,Frari intimate apartment,"My place is close to art and culture, great panoramic views, and restaurants You'll love my place for these reasons: the neighborhood, the light, and the intimacy. My accommodation is suitable for couples and families (with children).",https://a0.muscache.com/pictures/82cef8db-f3c8-4bfe-a039-5f07e5092889.jpg,73934712,https://www.airbnb.com/users/show/73934712,Tour Apartments,2016-05-25,"Venice, Italy",within an hour,100%,100%,t,15.0,15.0,"['email', 'phone']",t,t,Santa Croce,Isole,45.43947,12.32628,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Smoke alarm"", ""Shower gel"", ""Shampoo"", ""Air conditioning"", ""Hot water kettle"", ""Hot water"", ""Hair dryer"", ""Baking sheet"", ""Oven"", ""Wifi"", ""Refrigerator"", ""TV"", ""Dishwasher"", ""Essentials"", ""Host greets you"", ""Hangers"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Dryer"", ""Single level home"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Crib"", ""Heating"", ""Pack \u2019n play/Travel crib"", ""Extra pillows and blankets"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens""]",161.0,2,29,2,2,29,29,2.0,29.0,t,0,0,0,0,2025-03-02,136,0,0,0,2,0,0.0,2024-02-12,4.74,4.76,4.82,4.66,4.72,4.87,4.68,t,15,15,0,0,1.33,bath
